Variable,Feature,Hour,¦Â,R2,P,avg_UTCI,avg_air_temp,avg_relative_humidity,avg_MRT,avg_wind_speed
UTCI,mean_tree_height,8,-0.275895096,0.993066461,2.01E-15,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,mean_tree_height,9,-0.214276374,0.988072266,7.23E-15,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,mean_tree_height,10,-0.1985078,0.988986434,4.14E-15,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,mean_tree_height,11,-0.163493664,0.965152595,1.33E-11,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,mean_tree_height,12,-0.191185998,0.966133766,1.09E-11,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,mean_tree_height,13,-0.190201643,0.990925397,1.16E-14,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,mean_tree_height,14,-0.18459671,0.962664644,7.54E-13,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,mean_tree_height,15,-0.199156564,0.997072848,3.95E-10,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,mean_tree_height,16,-0.269458587,0.9872361,1.16E-14,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,mean_tree_height,17,-0.277904293,0.976490451,8.40E-13,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,mean_tree_height,18,-0.260693377,0.998239509,1.10E-20,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,mean_tree_height,19,-0.217627865,0.993441267,1.40E-15,30.558544,27.523672,83.82451,30.866632,0.9851383
UTCI,mean_building_height,8,1.337726032,0.8932626,3.50E-07,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,mean_building_height,9,1.113796481,0.937334779,1.03E-06,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,mean_building_height,10,1.28244559,0.866404298,1.36E-06,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,mean_building_height,11,0.563410006,0.926984431,0.000502449,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,mean_building_height,12,0.603638278,0.926567942,0.000509725,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,mean_building_height,13,0.52017346,0.936281841,0.000356192,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,mean_building_height,14,0.460718379,0.974482185,1.17E-07,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,mean_building_height,15,1.080815576,0.916386347,2.23E-08,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,mean_building_height,16,1.489643009,0.831277432,5.63E-06,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,mean_building_height,17,1.091899222,0.928173334,7.50E-06,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,mean_building_height,18,0.563734612,0.958179035,1.65E-07,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,mean_building_height,19,0.563586492,0.966414954,1.87E-09,30.558544,27.523672,83.82451,30.866632,0.9851383
UTCI,tree_proportion,8,-0.530831106,0.481588434,0.0381005,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,tree_proportion,9,-0.241530424,0.6732329,0.000178612,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,tree_proportion,10,-0.285173277,0.708096953,0.000310603,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,tree_proportion,11,-0.154072832,0.68121663,0.000278001,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,tree_proportion,12,-0.147267408,0.455155958,0.00414586,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,tree_proportion,13,-0.177804505,0.733216247,9.27E-05,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,tree_proportion,14,-0.051139829,0.076416995,0.31858733,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,tree_proportion,15,-0.185388567,0.746143324,1.61E-05,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,tree_proportion,16,-0.307699334,0.876735185,2.83E-07,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,tree_proportion,17,-0.273960442,0.870876184,4.63E-08,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,tree_proportion,18,-1.024183123,0.93279668,3.47E-07,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,tree_proportion,19,-1.155949102,0.850566743,0.003102489,30.558544,27.523672,83.82451,30.866632,0.9851383
UTCI,building_proportion,8,1.09886625,0.84343108,1.36E-06,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,building_proportion,9,1.130620499,0.871554239,1.07E-06,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,building_proportion,10,0.819774447,0.936773233,8.71E-10,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,building_proportion,11,0.87458023,0.882880747,2.21E-08,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,building_proportion,12,0.88441659,0.896061908,8.98E-09,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,building_proportion,13,0.458539707,0.955438522,2.19E-07,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,building_proportion,14,0.412245486,0.961910179,3.74E-09,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,building_proportion,15,0.951928687,0.880296085,2.61E-08,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,building_proportion,16,1.009995583,0.925080828,7.60E-10,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,building_proportion,17,1.11747183,0.841861552,6.90E-05,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,building_proportion,18,0.447176648,0.944153165,3.09E-08,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,building_proportion,19,0.391735864,0.924716831,1.61E-07,30.558544,27.523672,83.82451,30.866632,0.9851383
UTCI,st1_proportion,8,0.722264146,0.939804924,3.48E-11,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,st1_proportion,9,0.840737179,0.824885661,2.84E-06,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,st1_proportion,10,0.865387442,0.789614991,1.88E-06,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,st1_proportion,11,0.353605724,0.892668775,0.00012316,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,st1_proportion,12,0.483034402,0.95352021,4.37E-12,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,st1_proportion,13,0.309823118,0.908583419,1.98E-05,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,st1_proportion,14,0.235400595,0.915764736,3.92E-06,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,st1_proportion,15,0.352512387,0.967808033,1.32E-12,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,st1_proportion,16,0.367170169,0.963579492,1.81E-11,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,st1_proportion,17,0.451588396,0.963794842,9.45E-11,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,st1_proportion,18,0.830163051,0.965802284,0.118409248,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,st1_proportion,19,0.870361706,0.958959183,0.129868702,30.558544,27.523672,83.82451,30.866632,0.9851383
UTCI,st2_proportion,8,1.413433326,0.985485584,0.076884028,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,st2_proportion,9,0.148603813,0.971594608,5.16E-13,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,st2_proportion,10,0.194432635,0.951681628,1.27E-12,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,st2_proportion,11,0.220002551,0.992134939,5.36E-14,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,st2_proportion,12,0.164730266,0.962372441,1.51E-13,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,st2_proportion,13,0.432115453,0.978671732,1.10E-09,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,st2_proportion,14,0.24539232,0.942509593,1.93E-09,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,st2_proportion,15,0.215680149,0.970556279,1.87E-14,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,st2_proportion,16,0.286478599,0.996543232,2.17E-12,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,st2_proportion,17,0.295128093,0.997844963,1.74E-06,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,st2_proportion,18,0.929215701,0.983127078,1.83E-07,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,st2_proportion,19,1.247584222,0.984169366,1.73E-08,30.558544,27.523672,83.82451,30.866632,0.9851383
UTCI,st3_proportion,8,3.812178574,0.971405143,0.108172259,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,st3_proportion,9,4.170990958,,,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,st3_proportion,10,3.47068769,0.99771744,0.030426822,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,st3_proportion,11,0.251646037,,,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,st3_proportion,12,3.169512563,0.99494961,0.045280249,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,st3_proportion,13,0.904034666,,,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,st3_proportion,14,1.985630365,,,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,st3_proportion,15,3.779532607,0.996764537,0.036231207,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,st3_proportion,16,3.549126102,0.961324758,0.12601917,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,st3_proportion,17,3.312311196,0.885990893,0.058729107,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,st3_proportion,18,1.062379467,0.944497254,0.000251463,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,st3_proportion,19,1.057242346,0.982139064,1.22E-13,30.558544,27.523672,83.82451,30.866632,0.9851383
UTCI,st5_proportion,8,0.041006843,0.990552438,3.36E-05,29.9497,26.759344,91.58767,27.853554,0.95330864
UTCI,st5_proportion,9,0.106025396,0.977987621,4.65E-07,34.190483,28.674576,84.249275,37.33753,0.640349
UTCI,st5_proportion,10,0.307191107,0.987823848,5.58E-05,36.493423,30.680185,77.313,44.759624,1.373024
UTCI,st5_proportion,11,0.456078016,0.958383992,0.003649141,38.05563,31.747183,70.24854,49.240795,1.3792592
UTCI,st5_proportion,12,0.311140108,0.939793719,0.001387541,40.744576,33.075314,64.8039,54.666256,0.98492485
UTCI,st5_proportion,13,0.305288338,0.942492004,0.001264762,40.541843,33.56245,66.01387,57.242165,2.295845
UTCI,st5_proportion,14,0.317386105,0.929708443,0.008082773,35.90558,30.916485,67.768616,57.527584,4.349506
UTCI,st5_proportion,15,0.228857103,0.914481193,0.000749515,37.888226,30.408379,69.79076,56.805546,1.7003468
UTCI,st5_proportion,16,0.118458218,0.983595761,1.39E-06,37.717678,31.665348,63.201992,52.270844,1.3730094
UTCI,st5_proportion,17,0.016383919,0.02714048,0.542054157,37.465744,30.315516,71.262985,52.61126,1.3716372
UTCI,st5_proportion,18,-0.036186214,0.455481441,0.008095864,32.19445,28.622053,76.283005,34.36777,0.98473024
UTCI,st5_proportion,19,0.270061103,0.884506326,0.059518035,30.558544,27.523672,83.82451,30.866632,0.9851383
air_temp,mean_tree_height,8,-0.266798291,0.970628765,1.47E-10,29.9497,26.759344,91.58767,27.853554,0.95330864
air_temp,mean_tree_height,9,-0.199160612,0.990909124,1.17E-14,34.190483,28.674576,84.249275,37.33753,0.640349
air_temp,mean_tree_height,10,-0.21210938,0.984046608,5.55E-14,36.493423,30.680185,77.313,44.759624,1.373024
air_temp,mean_tree_height,11,-0.205834133,0.981513098,1.56E-13,38.05563,31.747183,70.24854,49.240795,1.3792592
air_temp,mean_tree_height,12,-0.211167186,0.978484665,4.51E-13,40.744576,33.075314,64.8039,54.666256,0.98492485
air_temp,mean_tree_height,13,-0.218861864,0.979197029,3.56E-13,40.541843,33.56245,66.01387,57.242165,2.295845
air_temp,mean_tree_height,14,-0.193912498,0.961539178,2.65E-11,35.90558,30.916485,67.768616,57.527584,4.349506
air_temp,mean_tree_height,15,-0.214167407,0.970849443,3.80E-12,37.888226,30.408379,69.79076,56.805546,1.7003468
air_temp,mean_tree_height,16,-0.242283559,0.984287782,4.99E-14,37.717678,31.665348,63.201992,52.270844,1.3730094
air_temp,mean_tree_height,17,-0.237106895,0.981836068,1.38E-13,37.465744,30.315516,71.262985,52.61126,1.3716372
air_temp,mean_tree_height,18,-0.239248548,0.988751853,4.80E-15,32.19445,28.622053,76.283005,34.36777,0.98473024
air_temp,mean_tree_height,19,-0.222377199,0.990682971,1.28E-15,30.558544,27.523672,83.82451,30.866632,0.9851383
air_temp,mean_building_height,8,0.920967149,0.804323965,0.002536523,29.9497,26.759344,91.58767,27.853554,0.95330864
air_temp,mean_building_height,9,2.700610635,,,34.190483,28.674576,84.249275,37.33753,0.640349
air_temp,mean_building_height,10,1.098152982,0.956777155,3.00E-10,36.493423,30.680185,77.313,44.759624,1.373024
air_temp,mean_building_height,11,0.635940581,0.900167682,0.00032332,38.05563,31.747183,70.24854,49.240795,1.3792592
air_temp,mean_building_height,12,0.593331261,0.936500204,1.93E-05,40.744576,33.075314,64.8039,54.666256,0.98492485
air_temp,mean_building_height,13,0.681152756,0.892965207,0.001324524,40.541843,33.56245,66.01387,57.242165,2.295845
air_temp,mean_building_height,14,0.662577261,0.912182076,0.000219002,35.90558,30.916485,67.768616,57.527584,4.349506
air_temp,mean_building_height,15,0.608455851,0.930686957,2.62E-05,37.888226,30.408379,69.79076,56.805546,1.7003468
air_temp,mean_building_height,16,0.68170712,0.920791603,0.000160142,37.717678,31.665348,63.201992,52.270844,1.3730094
air_temp,mean_building_height,17,0.743806116,0.892006363,0.001354895,37.465744,30.315516,71.262985,52.61126,1.3716372
air_temp,mean_building_height,18,0.677780358,0.856919743,0.002776019,32.19445,28.622053,76.283005,34.36777,0.98473024
air_temp,mean_building_height,19,0.639945174,0.86130798,0.000881046,30.558544,27.523672,83.82451,30.866632,0.9851383
air_temp,tree_proportion,8,-0.742333183,0.613292258,0.007379762,29.9497,26.759344,91.58767,27.853554,0.95330864
air_temp,tree_proportion,9,-0.843536309,0.77012374,0.000384623,34.190483,28.674576,84.249275,37.33753,0.640349
air_temp,tree_proportion,10,-0.840268572,0.863533604,1.55E-06,36.493423,30.680185,77.313,44.759624,1.373024
air_temp,tree_proportion,11,-0.316423674,0.96609267,6.17E-11,38.05563,31.747183,70.24854,49.240795,1.3792592
air_temp,tree_proportion,12,-0.305317528,0.969179141,3.31E-11,40.744576,33.075314,64.8039,54.666256,0.98492485
air_temp,tree_proportion,13,-0.34814092,0.955307988,3.73E-10,40.541843,33.56245,66.01387,57.242165,2.295845
air_temp,tree_proportion,14,-0.270911071,0.972381123,2.60E-12,35.90558,30.916485,67.768616,57.527584,4.349506
air_temp,tree_proportion,15,-0.3020266,0.979051766,3.74E-13,37.888226,30.408379,69.79076,56.805546,1.7003468
air_temp,tree_proportion,16,-0.438720563,0.965888628,6.41E-11,37.717678,31.665348,63.201992,52.270844,1.3730094
air_temp,tree_proportion,17,-0.418700847,0.964221604,8.75E-11,37.465744,30.315516,71.262985,52.61126,1.3716372
air_temp,tree_proportion,18,-0.474019299,0.970601846,2.43E-11,32.19445,28.622053,76.283005,34.36777,0.98473024
air_temp,tree_proportion,19,-0.418515743,0.975808266,6.84E-12,30.558544,27.523672,83.82451,30.866632,0.9851383
air_temp,building_proportion,8,1.087524487,0.916361774,1.74E-09,29.9497,26.759344,91.58767,27.853554,0.95330864
air_temp,building_proportion,9,0.719460403,0.769280104,0.001897,34.190483,28.674576,84.249275,37.33753,0.640349
air_temp,building_proportion,10,1.127598242,0.915092121,1.95E-09,36.493423,30.680185,77.313,44.759624,1.373024
air_temp,building_proportion,11,0.529118356,0.912134747,4.74E-06,38.05563,31.747183,70.24854,49.240795,1.3792592
air_temp,building_proportion,12,0.491730136,0.916594074,3.75E-06,40.744576,33.075314,64.8039,54.666256,0.98492485
air_temp,building_proportion,13,0.589964414,0.931411324,1.54E-06,40.541843,33.56245,66.01387,57.242165,2.295845
air_temp,building_proportion,14,0.543728032,0.916157039,3.84E-06,35.90558,30.916485,67.768616,57.527584,4.349506
air_temp,building_proportion,15,0.488730881,0.911962138,4.79E-06,37.888226,30.408379,69.79076,56.805546,1.7003468
air_temp,building_proportion,16,0.747009699,0.964783094,1.43E-11,37.717678,31.665348,63.201992,52.270844,1.3730094
air_temp,building_proportion,17,0.841007923,0.973164651,5.35E-14,37.465744,30.315516,71.262985,52.61126,1.3716372
air_temp,building_proportion,18,0.513466744,0.875303929,6.97E-05,32.19445,28.622053,76.283005,34.36777,0.98473024
air_temp,building_proportion,19,0.490023264,0.839678516,0.000193542,30.558544,27.523672,83.82451,30.866632,0.9851383
air_temp,st1_proportion,8,1.856879149,0.752974407,0.05657997,29.9497,26.759344,91.58767,27.853554,0.95330864
air_temp,st1_proportion,9,2.100417172,0.86481153,0.002401273,34.190483,28.674576,84.249275,37.33753,0.640349
air_temp,st1_proportion,10,0.530214438,0.941657664,1.16E-10,36.493423,30.680185,77.313,44.759624,1.373024
air_temp,st1_proportion,11,0.34369218,0.968099197,1.23E-12,38.05563,31.747183,70.24854,49.240795,1.3792592
air_temp,st1_proportion,12,0.438236408,0.984559583,1.16E-06,40.744576,33.075314,64.8039,54.666256,0.98492485
air_temp,st1_proportion,13,0.345975699,0.972521187,4.02E-13,40.541843,33.56245,66.01387,57.242165,2.295845
air_temp,st1_proportion,14,0.324215048,0.979837041,3.93E-14,35.90558,30.916485,67.768616,57.527584,4.349506
air_temp,st1_proportion,15,0.267278187,0.978668132,6.00E-14,37.888226,30.408379,69.79076,56.805546,1.7003468
air_temp,st1_proportion,16,0.303341125,0.980136287,3.52E-14,37.717678,31.665348,63.201992,52.270844,1.3730094
air_temp,st1_proportion,17,0.298478935,0.982996828,1.09E-14,37.465744,30.315516,71.262985,52.61126,1.3716372
air_temp,st1_proportion,18,0.282284312,0.977359697,9.39E-14,32.19445,28.622053,76.283005,34.36777,0.98473024
air_temp,st1_proportion,19,0.276555457,0.968205415,1.20E-12,30.558544,27.523672,83.82451,30.866632,0.9851383
air_temp,st2_proportion,8,0.236984286,0.39950092,0.004889703,29.9497,26.759344,91.58767,27.853554,0.95330864
air_temp,st2_proportion,9,0.601798868,0.922088478,3.96E-05,34.190483,28.674576,84.249275,37.33753,0.640349
air_temp,st2_proportion,10,1.050552209,0.969405546,0.015416054,36.493423,30.680185,77.313,44.759624,1.373024
air_temp,st2_proportion,11,0.276833325,0.97298916,1.40E-11,38.05563,31.747183,70.24854,49.240795,1.3792592
air_temp,st2_proportion,12,0.208236555,0.927667692,8.64E-09,40.744576,33.075314,64.8039,54.666256,0.98492485
air_temp,st2_proportion,13,0.63351291,0.920594696,4.24E-05,40.541843,33.56245,66.01387,57.242165,2.295845
